,label,text,like_count
109,1,祝早日康复！希望以后工作不会被打压，祝福平安！,0
110,1,一定能康复的！加油?,0
111,1,民族英雄,0
112,1,一定要康复???求求好人一定会平安???,0
113,1,愿早日康复,0
114,1,一定要好起来,0
115,1,用生命来证明，代价太大了，世道这是怎么了,0
116,0,湖北真是烂透了,0
117,1,希望主席可以给你平反,0
118,1,加油，,0
119,0,太令人难过了,0
120,0,终于确诊，前期没确诊是检测盒不够吗？,0
121,1,加油,0
122,1,他不是八壮士之一,0
123,1,祝早日康复，加油[加油][加油],0
124,1,关注他以后还能评职称升职加薪否,0
125,1,早日康复,0
126,1,还有七名医生是谁？,0
127,0,@WHOAUDREAM言语苍白，只有一句 真特么的,0
128,1,愿康复，安好,0
129,1,快快好起来，加油(? ??_??)?,0
130,0,泪目,0
131,1,一定早日康复！！！,0
132,1,要健健康康啊,0
133,0,转发微博,0
134,1,一定要健康医生,0
135,1,加油李医生！,0
136,1,必须康复,0
137,1,希望平安,0
138,1,一定要好好的 你是英雄,0
139,1,早日康复！,0
140,1,祝平安,0
141,1,我相信真理必定会实现的，是不久的将来定会给你一个说法的,0
142,1,要平安,0
143,1,一定要康复,0
144,1,一定要好起来???一定会好起来,0
145,1,早日康复??,0
146,1,敢医敢言！望有关部门道歉并嘉奖,0
147,1,早日康复,0
148,0,没有记者去警察局采访吗,0
149,1,英雄！,0
150,1,加油！！早日康复！可以的！,0
151,1,致敬！,0
152,0,训诫书？做好事还要写这种东西？??的黑暗政府  ！,0
153,1,一定要康复啊！ 请公安收回处罚决定书，并赔礼道歉！,0
154,1,要加油啊。,0
155,1,中国梦,0
156,1,白的终究是白的，不会写成黑的。,0
157,1,早日康复,0
158,0,出了事就赶紧压舆论，悲哀,0
159,1,好人长平安！,0
160,1,早日康复,0
161,1,向您致敬，祝愿您早日康复！,0
162,1,愿早日康复,0
163,0,提醒，估计病毒也能标注日期了，想想都厉害,0
164,0,你看一个病毒揭露了多少现象，这不是天灾这是人祸，这是一次集中的爆发，唉,0
165,1,天佑好人???,0
166,1,早日康复！,0
167,1,加油！挺过去！,0
168,0,哭了，气哭了,0
169,1,祝李医生早康复，家人平安。,0
170,0,不属实？之前就是瞒瞒瞒呗，降低大家防疫意识害死人不偿命,0
171,1,希望这位英雄能早日康复,0
172,0,可怜管轶教授 还没法正名,0
173,0,第一次见到训诫书,0
174,0,字里行间都透露出满满的无奈,0
175,0,是否确认人传人现象，很简单。让病人去咳几声,0
176,0,盖公章的日期很有意思,0
177,0,对这个社会真失望,0
178,0,现在还敢训诫吗？,0
179,1,那么好的人一定要平安,0
180,1,@平安武汉,0
181,1,祝早日康复！,0
182,1,祝早日康复！,0
183,1,希望英雄早日康复,0
184,0,为什么不让凤凰网上热搜，热搜的都是什么玩意,0
185,1,早日康复,0
186,1,早日康复！,0
187,0,几号检查出感染了冠状病毒,0
188,0,一个美美倒下了，还有更多的美美站起来了,0
189,0,工伤,0
190,1,速速康复,0
191,1,好汉，挺住啊！?,0
192,1,还你清白,0
193,0,魔幻,0
194,0,牺牲英雄去换取暂时的安稳？？？,0
195,0,,0
196,1,早日康复,0
197,1,良心医生啊。。。,0
198,1,为了真相发声，好人一生平安,0
199,0,天哪,0
200,0,哎,0
201,1,自己被自己的“谣言”击中……早日恢复健康！,0
202,1,心疼,0
203,1,一定要好起来！！,0
204,0,可怜,0
205,1,庚子八义士,0
206,1,一定会健康好起来的，好人一生平安?,0
207,0,终于确诊了，有多心酸,0
208,1,没有一个是胜利者，祝您早日康复，坚持风骨。,0
209,1,加油[加油][加油][加油],0
210,1,平安啊，天使！?,0
211,1,愿康复???,0
212,1,早日康复,0
213,1,要好好的，早日康复！,0
214,1,虽然是一句烂话，但还是想说，好人一定会平安的??????,0
215,0,真特么讽刺,0
216,1,早日康复,0
217,0,传染性太强了，太可怕,0
218,1,【#被训诫武汉医生确诊新冠肺炎#】一定会好起来的，一定会！！！！！！？？？,0
219,1,早日康复,0
220,0,哨兵被已方关禁闭因为影响了和谐稳定,0
221,1,英雄早日康复,0
222,1,早日康复,0
223,0,好人没好报？,0
224,1,早日康复?,0
225,1,好人有好报早日康复！,0
226,0,都多久了才确诊？,0
227,1,战胜瘟魔，早日康复！加油！,0
228,0,好人真的有好报吗，清真马国强请你回答？,0
229,0,大家也是阅读病毒的书籍，越是明白，那八名医生，真的是很冤啊。,0
230,1,祝早日康复,0
231,0,这狗头。。。无奈,0
232,0,此次疫情，将影响整个慈善机构的变局，强制性的,0
233,0,才确诊？！不是病了很久了吗,0
234,1,早日康复,0
235,1,祝早日康复，英雄！,0
236,1,唉唉唉。。。祝福早日康复！,0
237,1,我坚信，他一定能康复的。???,0
238,1,一定会康复的[加油],0
239,1,早日康复,0
240,1,英雄[加油],0
241,0,这也太不公平了,0
242,1,南无观世音菩萨保佑，好人一生平安??,0
243,0,,0
244,1,真话变成＂谣言＂，这得多冤呀！祝早日康復！???,0
245,1,因祸得福，好好休息吧，早日康复???,0
246,0,地狱空荡荡，恶魔在人间。,0
247,1,祝早日康复,0
248,0,杭州没封城为什么05省道桐庐淳安交界处淳安路政擅自设口拦截本地车不让回家，并不是检查，而是禁止进入，请问淳安有这么大权利吗？,0
249,0,应该病了很久了。。也很严重。。希望早日康复。?,0
250,1,早日康复！,0
251,0,转发微博,0
252,0,公信力早就破产了,0
253,1,为众人抱薪者……,0
254,0,训诫谈话人属不属于密切接触者？是否要隔离？,0
255,1,肯定会早日康复的?,0
256,0,武汉公安局不是要整体隔离了？,0
257,1,好人一生平安！李文亮医生，一定要挺住！相信苍天有眼！向你致敬！,0
258,1,希望早日康复?,0
259,0,魔幻啊魔幻，,0
260,1,祝康复加油我在梦里支持您,0
261,1,这个人的名字应该能进史书！,0
262,1,早日康复,0
263,1,早日康复,0
264,1,一定要好起来?,0
265,1,会好的 加油,0
266,0,疫情看来不会早结束啊。。。,0
267,1,天啊一定要好起来,0
268,1,保重呀！,0
269,1,太难了   一定要挺过去啊,0
270,0,赶快把那几个警察隔离了,0
271,1,加油，李医生！早日康复！,0
272,0,?,0
273,1,要挺过去呀,0
274,1,一定要康复[加油]@人民日报 @紫光阁,0
275,1,一定早日康复！???,0
276,0,好可怜,0
277,0,不听真言，还训诫，是谁下的这蠢命令？你看看不听真言造成的这恶果，谁来负责？！,0
278,1,早日康复！,0
279,1,加油，一定要平安,0
280,1,祝早日康复,0
281,0,谁是才是真正的混账！,0
282,1,祝愿早日康复，好人一生平安。,0
283,1,保重,0
284,0,,0
285,1,真不容易,0
286,1,勇士加油?,0
287,0,?,0
288,1,早日康复！,0
289,0,地狱空荡荡，恶魔在人间。我希望苍天有眼，那些冤死的人，吓死那群无良的狗。,0
290,0,天机不可泄露,0
291,0,从发现病疫到采取措施，将近一个月的时间。相关部门这么长时间都干了些什么？ 还不让人说真话。如果及早防控，决不会弄到现在这个地步。,0
292,1,博士，名院名医，救死扶伤之人，讲句话，都被训诫，希望天堂能少些训诫,0
293,1,李文亮医生是一名医学博士,1
294,0,被这个事件搞的太郁闷了，对这个社会失去信心了,0
295,0,训诫书不但有错别字连日期都是错的,0
296,0,去世了,0
297,1,英雄！！！可惜人微言轻！,0
298,0,如果早重视你们的意见，就不会沦落到今天的困境。,0
299,0,训诫和约谈是一个意思吗？,0
300,1,祝您早日康复！良心大夫！,0
301,1,我们都支持你 真理永远不会被埋没,0
302,0,@伊洛河畔的芦苇,0
303,1,武汉加油 中国加油 众志成城 共度难关,0
304,0,为什么被感染的是你,0
305,0,国家公信力就是这么给折腾没的！痛心呀,0
306,0,就是这样对人，才会导致现在的局面,0
307,1,祝愿大夫早日康复！让那些欺骗人名的鸿会所有人，那些发布双黄连的所有人，得病去吧,0
308,0,都是吃野味惹的祸，都长长记性吧,0
309,1,不要欺负诚实的人！能否善待英雄！,0
310,0,真他妈好人没好报,0
311,0,警察也是无辜的，求警察心理阴影面积干嘛，该找谁求心理阴影面积大家没数么？,0
312,1,希望您早日康复,0
313,0,,0
314,0,权力的游戏,0
315,1,早日康复,0
316,0,说实话的人被当做违法……,0
317,1,好人一生平安！！,0
318,0,一群混账,0
319,1,好人一生平安，祝早日康复。,0
320,0,可以申请国赔吗？？？,0
321,0,谁能还此8人公道？谁能重拳严惩那些所谓领导？,0
322,0,唉。。。,0
323,0,还故作坚强,0
324,1,挺住，好人有好报，祝你早日康复,0
325,1,你们会被证明是中国当代病毒防治领域的英雄。,0
326,1,哎，[加油],0
327,1,李医生早日康复,0
328,1,为什么不是好人一生平安？病毒应该找贪官污吏，某会的人,0
329,0,那有没有传一些给那些收拾你人，不要小气吗,0
330,0,我一直没弄明白，公安认定“谣”的证据是什么？,0
331,1,祝良心医者，为民报警者早日康复！,0
332,1,我们的祖国就是这么对待英雄的吗！,0
333,1,祈祷好人一生平安???//@时空之子HDDBZ:警察在维稳呢！很辛苦的，特别是国安局，认为你妖言惑众就来查你。这次的事情就坏在高度的政治觉悟，极度的政治敏感，两个字:维稳～这到底是自信还是心虛呢？//@浑水摸鱼儿:去警察局了吧，求接触警察的心理阴影面积,0
334,1,好好休息，保重身体！,0
335,0,魔幻，太魔幻了,0
336,1,还有七位英雄医生呢,0
337,0,不知道该说什么  我只能说通过这次的事件  能处理的都处理了 感谢领导们 请不要让人民心寒,0
338,0,河北省唐山市路南区稻地镇党员王杰伙同唐山市丰南区执行庭法官诈骗老百姓,0
339,0,那些抓人和指示阻止不准真情传出隐满实情的干部有没有追究责任,0
340,1,??求没事,0
341,0,虽然很悲伤 但是我还是想笑,0
342,1,康复康复康复起来！！！,0
343,1,一定要康复，加油！敢于说真话的勇士！！,0
344,1,早日康复,0
345,0,武汉红十咋不得这个病呢,0
346,1,祝早日康复！,1
347,1,早日康复，加油,0
348,0,这个2020是个什么年,0
349,0,转发微博,0
350,1,早日康复,0
351,0,如果从那个时候重视？ 也许现在武汉还是繁荣的景象,0
352,1,早日康复,0
353,1,医生一定会平安的,0
354,1,加油！祝早日康复！,0
355,0,@薄荷辣嘴 进来看,0
356,0,@江宁婆婆 婆婆婆婆这是真的吗,0
357,1,武汉八义士,0
358,1,祝福好人平安！,0
359,0,公安当时如何确定言论不属实呢？李医生发表的言论是根据自己专业领域的检测得出来的，并非口说无凭。术业有专攻，这次疫情暴漏出来的“瞎指挥”情况太多了，之后一定会改进，我们的国家越来越好[加油],0
360,1,一定要保重,0
361,0,@车底人,0
362,0,说真话的在受惩罚，隐瞒真相的却像个没事人似的,0
363,0,@平安武汉 怎么看？,0
364,1,至敬，武汉八壮士。,0
365,1,一定要给我好起来,0
366,0,厉害了，武汉公安！真没想到你们比医生还懂医术。,0
367,0,能好吗？！每次都是先解决提出问题的人，而不是解决问题。,0
368,0,excuse me？？,0
369,1,李医生，多保重,0
370,1,李文亮医生，你是一个义士，更是一个勇士。向你致以深深的敬意！！！,0
371,1,希望李医生早日康复,0
372,1,中国在维稳方面一直走在世界前列,0
373,1,加油！平民英雄…,0
374,1,早日康复,0
375,0,训戒书最后落款日期不对，看着不像李大夫笔体,0
376,1,李大夫，请多保重?尽快痊愈?,0
377,1,祝早日康复?,0
378,1,好人平安,0
379,0,在一个单位，说真话的人最后…………,0
380,1,早日康复,0
381,1,一定要早日康复！,0
382,1,早日康复,0
383,1,一定要康复,0
384,1,这个人，至少是一位英雄,0
385,1,好人不应该承受苦难,0
386,0,你就是一个悲剧，大环境下，认命吧。好好配合治疗，病好出院，删掉微博,0
387,1,早日康复,0
388,1,李文亮早日康复???,0
389,1,好人一生平安！,0
390,1,终于进了数字序列，那些进不了数字的怎么办？,0
391,1,早日康复?,0
392,0,真不容易,0
393,0,此人是台独分子党政分子间谍分子以外的制造恐慌第一人！,0
394,1,好好休息一段时间，你一定可以痊愈的，小伙子！,0
395,1,早日康复,0
396,0,@欢欢Agoni 这就是当初"造谣"的医生,0
397,1,加油！一定要好起来,0
398,1,祝福,0
399,1,早日康复！！！,0
400,1,祈祷平安，好人好报??,0
401,1,愿平安！,0
402,1,多保重，愿平安！,0
403,1,祝早日康复，本是降落凡间的天使，奈何被武汉警方折去了翅膀，再次祝愿早日康复！,0
404,1,此人不全力搶救至全愈  天理何在,1
405,1,愿好医生早日康复！??,0
406,1,早日康复,0
407,0,@安琪不假,0
408,1,早日康复,0
409,1,请救救他,0
410,1,英雄挺住！,0
411,1,好好养病！祝早日康复！,0
412,1,一定要康复啊！我们和你站在一起！,0
413,0,敢于说实话的却被打压，呵呵,1
414,0,为什么 生气,0
415,0,现在才确诊，我的天！,0
416,0,通过这次疫情，挖出了更多的黑暗,0
417,0,湖北太黑暗。,0
418,1,一定要好好的呀,0
419,1,致敬英雄,0
420,1,早日康复，还等着追评你英雄呢，加油,0
421,1,祝早日康复,0
422,1,好人一生平安??????,0
423,0,一帮鸟人对大夫批评教育、训诫，这个画面……,0
424,0,我不知道应该高兴还是应该难过,0
425,1,祈福?,0
426,0,卧槽？！,0
427,0,这个世界上该相信什么、这个社会在教你怎么做人！！！,0
428,1,天佑天使们,0
429,0,真是讽刺,0
430,0,不！！！！！,0
431,0,实事求是被训诫，这是多么虚伪的世界！？,1
432,0,一定要好起来,0
433,1,早日康复！,0
434,1,早日康复,0
435,0,哪有什么真相,0
436,1,一定要好起来???????????,0
437,1,武汉的英雄,0
438,1,一定会康复,0
439,1,你会好的！！一定！,0
440,0,,0
441,1,加油！！！一定会好的[加油],0
442,0,病毒在外部，敌人在内部,0
443,0,才确诊。。,0
444,1,请李文亮医生一定要平平安安,0
445,0,操蛋的世界,0
446,0,唉,0
447,0,为什么不能对好人好一点,0
448,1,早日康复,0
449,1,早日康复,0
450,0,敌人在内部,0
451,1,早日康复,0
452,0,就凤凰网刚,0
453,1,好人一生平安,0
454,1,早日康复,0
455,1,要平安啊,0
456,1,早日康复,0
457,1,早日康复，一定要平安！！！,0
458,1,早日康复,0
459,1,哎 祝早康复,0
460,0,不是前几天就感染在病房了吗,0
461,0,,0
462,1,加油哦！好人一定会有好报的！,0
463,1,早日康复！,0
464,1,早日康复,0
465,1,望平安,0
466,1,加油啊李医生[加油][加油][加油],0
467,0,真的好难过  真的是好难过   ,0
468,1,英雄,0
469,1,加油 早日康复,0
470,1,请早日康复??一定一定,0
471,0,哎,0
472,1,保重,0
473,0,,0
474,0,各种魔幻,1
475,1,加油挺住,0
476,0,国家的可悲,0
477,1,早日康复！,0
478,0,魔幻2020,0
479,0,方孟敖，你以上打死我吧,0
480,0,只能说这是你最好的归属,0
481,1,加油加油加油！除了这个，不知道该说啥,0
482,1,希望早点康复,1
483,0,【黑雨】客机飞越领空，特工悄然摁下机关，改装的机舱底部洒下冰晶的球体，冰晶消融，液体微雨一样洒落尘埃，溅落在人们身上脸上，城市浑然不觉黑暗已经降临… 这是一场卑劣隐秘的极限战争！一场由精确制导基因武器“生化病毒脏弹”定向精准实施的恐怖袭击！——然而这只是我的梦境你们平安欢乐就好…,1
484,0,天哪,0
485,1,勇士！,0
486,0,人祸,0
487,0,真够讽刺的,0
488,0,,1
489,0,唉,0
490,1,为什么对好人这么不公平啊 一定要康复啊！??,1404
491,0,不是病了一段时间了 现在才给确诊？被训诫者还剥夺确诊权咋的？,607
492,1,武汉英雄八人,494
493,0,去警察局了吧，求接触警察的心理阴影面积,361
494,1,早日康复,223
495,0,武汉zf牛逼 红十会牛逼,155
496,1,好人一生平安,112
497,0,太难过了了想骂街，都是啥妖魔鬼怪！！！鲁迅狂人日记里说吃人，我信了。,98
498,0,。。。我寿光捐的菜被红会卖了，我上海给自家医疗队的物资红会让给他们1/3不然不让出机场，论一腔热血怎么变凉？,68
499,0,堂下何人状告本官啊？ 跪好，回本老爷话！  。。。最近看影视剧太多了，串台了，对不起啊。,65
500,1,祝早日康复,44
501,0,他应该在怀疑人生,32
502,1,你是英雄 一定要尽快好起来！加油?,35
503,0,这是个什么世道啊……,25
504,0,天哪为什么,19
505,1,争取早日康复,12
506,0,哎。。。(五味杂陈，不知道该说什么好),9
507,0,这次真的是从上到下都开始烂起来了,14
508,0,西安发文延迟上班只停留在纸面上，只管发文不管监督，目前单位还是通知3号上班！,9
509,1,早日康复 早日回家,5
510,1,老天保佑他一定要康复出院这种人准确来说就是敢说真话的英雄,6
511,1,这么晚确诊。好好康复。,5
512,1,祈祷李医生平安。???,6
513,1,为众人抱薪者。不说了，说啥都是泪,4
514,1,好好休息，好好养病。,4
515,1,早日康复,4
516,0,我的天,4
517,1,一定康复！！负重前行的人啊,4
518,1,英雄在第一线出生入死，贪官在安全线数钱拖后腿,6
519,1,这社会真踏马讽刺，希望医生早日恢复健康,4
520,0,凤凰这个潜伏在我党眼皮底下的高端黑，灯下黑，常年致力于利用中国的任何负面舆情煽动和引导社会的负面情绪 误导社会意识形态！,0
521,0,您这话语的口气，是让我开心好，还是难过好呢。真是心酸,5
522,1,英雄，勇士！,1
523,0,被训诫什么？,1
524,0,唉,2
525,0,我想知道，“实事求是”在中国还强调吗,2
